#cell_line_id	d_cid	log10_conc	ic50
ACH-000024	73759760	-10.81697	0.932
ACH-000731	73759760	-7.954243	0.8160000000000001
ACH-000853	73759760	-7.477121	0.1515
ACH-000849	73759760	-9.862727	0.997
ACH-000113	73759760	-7.477121	-0.622
ACH-000666	73759760	-8.431364	1.084
ACH-000265	73759760	-8.431364	0.331
ACH-000113	73759760	-7.0	-0.658
ACH-002004	73759760	-10.339849	0.978
ACH-002004	73759760	-10.81697	0.965
ACH-000118	73759760	-7.477121	-0.155
ACH-000124	73759760	-7.954243	-0.308
ACH-000660	73759760	-9.385606	0.964
ACH-000747	73759760	-7.477121	0.953
ACH-000787	73759760	-9.862727	1.037
ACH-000852	73759760	-8.908485	0.807
ACH-000825	73759760	-10.339849	0.984
ACH-000434	73759760	-10.81697	0.86
ACH-000481	73759760	-9.385606	0.944
ACH-000357	73759760	-7.477121	0.125
ACH-000277	73759760	-7.477121	0.899
ACH-000852	73759760	-9.385606	0.994
ACH-000530	73759760	-8.908485	1.106
ACH-000530	73759760	-10.339849	1.015
ACH-000749	73759760	-7.477121	1.018
ACH-000015	73759760	-9.385606	1.031
ACH-000068	73759760	-7.477121	1.011
ACH-000766	73759760	-10.339849	0.905
ACH-000521	73759760	-8.908485	0.948
ACH-000589	73759760	-8.431364	0.9339999999999999
ACH-000595	73759760	-9.385606	0.928
ACH-000463	73759760	-7.477121	0.626
ACH-000454	73759760	-7.0	0.416
ACH-000666	73759760	-9.862727	1.054
ACH-000334	73759760	-7.0	-0.785
ACH-000463	73759760	-8.431364	1.034
ACH-000482	73759760	-10.339849	0.904
ACH-000914	73759760	-7.0	-0.348
ACH-000587	73759760	-8.908485	1.084
ACH-000367	73759760	-10.81697	0.963
ACH-000075	73759760	-8.908485	0.995
ACH-000024	73759760	-8.908485	0.911
ACH-000092	73759760	-10.339849	0.9844999999999999
ACH-000945	73759760	-9.385606	1.057
ACH-000327	73759760	-7.954243	0.876
ACH-000092	73759760	-7.954243	0.9099999999999999
ACH-000849	73759760	-8.908485	0.938
ACH-000856	73759760	-9.862727	1.08
ACH-000265	73759760	-10.339849	0.98
ACH-001075	73759760	-7.477121	0.4705
ACH-000015	73759760	-10.339849	1.042
ACH-000785	73759760	-8.908485	0.999
ACH-000288	73759760	-7.477121	-0.047
ACH-000667	73759760	-7.477121	0.3955
ACH-000976	73759760	-9.385606	0.917
ACH-000627	73759760	-7.954243	0.354
ACH-000204	73759760	-8.908485	0.88
ACH-000785	73759760	-9.862727	1.061
ACH-000315	73759760	-7.0	0.11
ACH-000974	73759760	-9.385606	1.004
ACH-000826	73759760	-7.0	-0.3355
ACH-000589	73759760	-7.954243	0.685
ACH-000731	73759760	-7.0	0.23099999999999998
ACH-000980	73759760	-10.81697	0.976
ACH-001274	73759760	-8.431364	0.626
ACH-000386	73759760	-10.81697	0.96
ACH-000599	73759760	-8.908485	1.015
ACH-000652	73759760	-7.477121	0.692
ACH-000265	73759760	-10.81697	0.902
ACH-000666	73759760	-10.339849	0.948
ACH-000878	73759760	-7.477121	0.5625
ACH-000447	73759760	-7.0	-0.162
ACH-000786	73759760	-10.81697	0.985
ACH-000638	73759760	-9.385606	1.022
ACH-000207	73759760	-10.81697	0.935
ACH-000562	73759760	-10.339849	1.12
ACH-000706	73759760	-7.954243	0.966
ACH-000638	73759760	-8.908485	0.939
ACH-000348	73759760	-7.954243	0.263
ACH-000766	73759760	-7.954243	1.119
ACH-000367	73759760	-10.339849	1.012
ACH-000624	73759760	-10.339849	1.109
ACH-000035	73759760	-7.0	0.223
ACH-000979	73759760	-8.431364	0.991
ACH-000882	73759760	-8.908485	0.962
ACH-000681	73759760	-7.954243	0.996
ACH-000878	73759760	-8.908485	0.9755
ACH-002004	73759760	-9.385606	1.001
ACH-000447	73759760	-7.954243	1.076
ACH-000061	73759760	-8.431364	0.745
ACH-000858	73759760	-8.431364	0.9295
ACH-000014	73759760	-8.908485	0.981
ACH-000014	73759760	-7.0	0.0880000000000001
ACH-000463	73759760	-7.0	0.0389999999999999
ACH-000573	73759760	-9.385606	1.05
ACH-000528	73759760	-8.431364	0.959
ACH-000731	73759760	-8.431364	0.944
ACH-000482	73759760	-8.908485	0.8925000000000001
ACH-000603	73759760	-7.477121	0.987
ACH-000315	73759760	-7.954243	0.728
ACH-000482	73759760	-9.862727	0.9319999999999999
ACH-000826	73759760	-9.385606	0.927
ACH-000406	73759760	-7.954243	0.792
ACH-000406	73759760	-9.385606	1.024
ACH-000285	73759760	-7.477121	0.659
ACH-000024	73759760	-9.862727	0.955
ACH-000024	73759760	-8.431364	0.773
ACH-000118	73759760	-8.908485	1.07
ACH-001239	73759760	-8.908485	0.998
ACH-000945	73759760	-7.0	0.2425
ACH-000860	73759760	-10.81697	0.986
ACH-000014	73759760	-10.339849	0.872
ACH-000825	73759760	-7.477121	0.33
ACH-000914	73759760	-10.81697	1.012
ACH-001680	73759760	-10.339849	1.027
ACH-000878	73759760	-10.339849	0.998
ACH-002003	73759760	-8.431364	0.926
ACH-000401	73759760	-8.908485	0.935
ACH-000656	73759760	-7.954243	0.765
ACH-000401	73759760	-8.431364	0.897
ACH-000869	73759760	-7.0	-0.683
ACH-000677	73759760	-8.431364	0.9605
ACH-000315	73759760	-9.862727	0.968
ACH-001075	73759760	-8.431364	0.9515
ACH-000976	73759760	-7.477121	0.205
ACH-000888	73759760	-7.0	0.199
ACH-000292	73759760	-7.0	0.195
ACH-000511	73759760	-10.339849	0.907
ACH-000511	73759760	-9.862727	0.987
ACH-000066	73759760	-10.81697	1.049
ACH-000624	73759760	-9.385606	1.063
ACH-000624	73759760	-7.0	-0.36
ACH-000892	73759760	-10.339849	0.681
ACH-000971	73759760	-9.385606	0.996
ACH-000350	73759760	-10.81697	0.934
ACH-000900	73759760	-10.339849	1.084
ACH-000583	73759760	-8.908485	1.081
ACH-000481	73759760	-7.477121	0.627
ACH-000378	73759760	-7.0	0.5705
ACH-000207	73759760	-7.954243	0.124
ACH-000398	73759760	-9.385606	1.006
ACH-000667	73759760	-9.862727	0.9949999999999999
ACH-000054	73759760	-8.908485	0.963
ACH-000747	73759760	-7.954243	0.986
ACH-000656	73759760	-9.385606	1.029
ACH-000706	73759760	-8.431364	0.974
ACH-000766	73759760	-7.0	0.198
ACH-001680	73759760	-10.81697	0.974
ACH-000861	73759760	-10.81697	1.0005
ACH-000212	73759760	-7.477121	0.164
ACH-000664	73759760	-10.339849	1.042
ACH-000118	73759760	-9.385606	1.033
ACH-000454	73759760	-10.81697	0.922
ACH-000825	73759760	-8.431364	0.873
ACH-000062	73759760	-9.862727	0.967
ACH-000980	73759760	-7.477121	0.941
ACH-000652	73759760	-9.862727	0.974
ACH-000264	73759760	-7.0	0.0249999999999999
ACH-000454	73759760	-9.385606	0.996
ACH-000659	73759760	-10.339849	0.909
ACH-000819	73759760	-9.862727	1.055
ACH-000061	73759760	-10.81697	1.039
ACH-000463	73759760	-10.339849	1.006
ACH-000706	73759760	-7.477121	0.998
ACH-000706	73759760	-9.862727	0.937
ACH-000866	73759760	-8.908485	1.061
ACH-000749	73759760	-7.0	-0.012
ACH-000573	73759760	-7.954243	0.697
ACH-000450	73759760	-8.431364	0.954
ACH-000530	73759760	-7.477121	0.897
ACH-000572	73759760	-7.477121	0.073
ACH-000667	73759760	-8.431364	0.9844999999999999
ACH-000621	73759760	-8.431364	0.716
ACH-000882	73759760	-7.477121	0.307
ACH-000578	73759760	-7.477121	0.91
ACH-000014	73759760	-10.81697	0.992
ACH-000819	73759760	-10.339849	0.929
ACH-000521	73759760	-8.431364	1.007
ACH-000265	73759760	-7.477121	0.089
ACH-000264	73759760	-10.81697	1.007
ACH-000288	73759760	-8.908485	1.052
ACH-000892	73759760	-9.385606	0.662
ACH-000892	73759760	-7.477121	1.014
ACH-000138	73759760	-9.862727	1.025
ACH-000530	73759760	-7.954243	1.151
ACH-000944	73759760	-9.385606	1.1
ACH-000589	73759760	-7.477121	0.4355
ACH-000596	73759760	-9.385606	0.971
ACH-000757	73759760	-8.908485	1.03
ACH-000522	73759760	-10.339849	1.069
ACH-000888	73759760	-10.339849	0.9390000000000001
ACH-000019	73759760	-10.81697	0.968
ACH-000627	73759760	-8.431364	0.849
ACH-000681	73759760	-7.477121	0.864
ACH-000447	73759760	-10.81697	1.142
ACH-000386	73759760	-8.431364	0.952
ACH-000012	73759760	-8.431364	0.916
ACH-000158	73759760	-7.477121	-0.317
ACH-000882	73759760	-10.339849	0.993
ACH-000285	73759760	-10.81697	0.995
ACH-000447	73759760	-8.431364	1.071
ACH-000355	73759760	-7.477121	0.778
ACH-000017	73759760	-7.954243	-0.088
ACH-000578	73759760	-8.431364	0.981
ACH-000530	73759760	-8.431364	1.017
ACH-000406	73759760	-7.0	-0.715
ACH-000062	73759760	-10.81697	0.9824999999999999
ACH-000357	73759760	-9.862727	1.029
ACH-000825	73759760	-9.862727	1.07
ACH-000766	73759760	-9.385606	0.784
ACH-000406	73759760	-8.908485	0.999
ACH-000378	73759760	-8.431364	0.973
ACH-000562	73759760	-10.81697	1.0
ACH-000893	73759760	-8.908485	1.153
ACH-000627	73759760	-10.81697	0.9934999999999999
ACH-000121	73759760	-8.908485	1.078
ACH-000587	73759760	-7.954243	1.011
ACH-000706	73759760	-9.385606	0.988
ACH-000367	73759760	-9.385606	1.0315
ACH-000264	73759760	-8.431364	0.956
ACH-000749	73759760	-9.862727	0.948
ACH-000819	73759760	-8.908485	0.975
ACH-000882	73759760	-9.385606	1.035
ACH-000766	73759760	-7.477121	0.725
ACH-000749	73759760	-10.81697	0.983
ACH-000852	73759760	-8.431364	1.063
ACH-000365	73759760	-7.954243	0.809
ACH-000434	73759760	-7.0	-0.745
ACH-000155	73759760	-8.908485	0.976
ACH-000664	73759760	-7.477121	-0.43
ACH-001239	73759760	-8.431364	0.86
ACH-000944	73759760	-9.862727	1.109
ACH-000350	73759760	-9.385606	1.095
ACH-000624	73759760	-7.954243	0.099
ACH-000621	73759760	-10.81697	1.075
ACH-000849	73759760	-10.81697	1.083
ACH-000386	73759760	-7.477121	-0.266
ACH-000386	73759760	-7.0	-0.585
ACH-000053	73759760	-9.385606	1.021
ACH-000677	73759760	-7.0	0.4155
ACH-000450	73759760	-7.477121	0.512
ACH-000596	73759760	-7.477121	0.664
ACH-000292	73759760	-10.339849	0.978
ACH-000916	73759760	-8.908485	0.998
ACH-000440	73759760	-9.385606	1.032
ACH-000264	73759760	-9.385606	0.945
ACH-000976	73759760	-7.954243	0.364
ACH-000017	73759760	-7.477121	-0.544
ACH-000976	73759760	-7.0	0.199
ACH-000435	73759760	-8.908485	0.937
ACH-000434	73759760	-9.385606	0.837
ACH-000285	73759760	-7.954243	0.919
ACH-000024	73759760	-9.385606	1.023
ACH-000061	73759760	-7.477121	-0.379
ACH-000285	73759760	-7.0	0.15
ACH-000124	73759760	-9.862727	1.004
ACH-000882	73759760	-7.0	0.303
ACH-000666	73759760	-7.477121	0.619
ACH-000530	73759760	-9.385606	0.984
ACH-000749	73759760	-9.385606	0.949
ACH-000401	73759760	-10.81697	0.998
ACH-000207	73759760	-8.908485	0.87
ACH-000656	73759760	-7.0	-0.179
ACH-000348	73759760	-9.862727	0.98
ACH-000348	73759760	-8.431364	0.985
ACH-000207	73759760	-9.385606	0.942
ACH-000893	73759760	-7.954243	1.127
ACH-000028	73759760	-8.431364	0.604
ACH-000028	73759760	-8.908485	1.083
ACH-000744	73759760	-10.339849	0.911
ACH-000521	73759760	-10.81697	0.983
ACH-000599	73759760	-9.385606	0.947
ACH-000869	73759760	-7.477121	0.787
ACH-000945	73759760	-8.431364	1.1145
ACH-000014	73759760	-9.862727	0.987
ACH-001274	73759760	-8.908485	1.033
ACH-000971	73759760	-8.431364	0.897
ACH-000371	73759760	-7.0	-0.222
ACH-000400	73759760	-7.954243	0.739
ACH-000028	73759760	-7.0	0.191
ACH-000371	73759760	-10.81697	0.972
ACH-000273	73759760	-9.862727	0.995
ACH-000655	73759760	-9.385606	1.151
ACH-000766	73759760	-10.81697	0.899
ACH-000852	73759760	-9.862727	1.025
ACH-000786	73759760	-7.477121	-0.24
ACH-000858	73759760	-9.862727	1.004
ACH-000113	73759760	-8.431364	0.9
ACH-000401	73759760	-7.954243	0.814
ACH-000886	73759760	-10.81697	0.9735
ACH-000924	73759760	-8.908485	0.926
ACH-000411	73759760	-7.0	0.337
ACH-000925	73759760	-10.81697	0.955
ACH-000664	73759760	-7.954243	0.01
ACH-000292	73759760	-7.477121	0.962
ACH-000944	73759760	-7.954243	-0.503
ACH-000878	73759760	-9.385606	1.005
ACH-000012	73759760	-7.477121	0.957
ACH-000785	73759760	-7.954243	1.039
ACH-000386	73759760	-7.954243	0.463
ACH-000654	73759760	-10.339849	1.026
ACH-000400	73759760	-7.477121	0.194
ACH-000265	73759760	-7.954243	0.231
ACH-000677	73759760	-9.862727	0.951
ACH-000113	73759760	-9.862727	0.975
ACH-000124	73759760	-10.81697	1.004
ACH-000357	73759760	-8.908485	0.962
ACH-000599	73759760	-7.0	0.373
ACH-000440	73759760	-7.954243	0.452
ACH-000667	73759760	-7.954243	0.972
ACH-000852	73759760	-7.954243	0.915
ACH-000204	73759760	-9.862727	0.888
ACH-000465	73759760	-8.431364	0.896
ACH-002003	73759760	-7.0	0.073
ACH-000869	73759760	-8.908485	1.004
ACH-000496	73759760	-7.0	0.542
ACH-000659	73759760	-7.477121	0.94
ACH-000371	73759760	-8.908485	0.957
ACH-000654	73759760	-9.862727	1.042
ACH-000866	73759760	-7.477121	1.061
ACH-000035	73759760	-10.339849	1.022
ACH-000434	73759760	-10.339849	0.889
ACH-000162	73759760	-7.0	0.0209999999999999
ACH-000414	73759760	-10.339849	0.991
ACH-000162	73759760	-10.339849	1.067
ACH-000334	73759760	-7.477121	-0.641
ACH-000440	73759760	-8.431364	0.959
ACH-000113	73759760	-8.908485	0.971
ACH-000348	73759760	-7.0	-0.23
ACH-000893	73759760	-9.862727	1.12
ACH-000371	73759760	-7.477121	-0.108
ACH-000028	73759760	-9.385606	1.049
ACH-000945	73759760	-7.477121	0.703
ACH-000766	73759760	-8.431364	0.954
ACH-000757	73759760	-9.862727	1.048
ACH-000573	73759760	-10.339849	0.996
ACH-000666	73759760	-8.908485	1.0459999999999998
ACH-000521	73759760	-7.477121	0.863
ACH-000882	73759760	-7.954243	0.742
ACH-000273	73759760	-10.81697	1.001
ACH-000343	73759760	-7.0	-0.275
ACH-000603	73759760	-7.0	0.742
ACH-000892	73759760	-8.908485	0.742
ACH-000092	73759760	-8.908485	0.991
ACH-000858	73759760	-10.339849	0.9165
ACH-000162	73759760	-9.862727	1.012
ACH-000355	73759760	-10.339849	0.915
ACH-000583	73759760	-8.431364	0.951
ACH-001239	73759760	-7.954243	0.708
ACH-000615	73759760	-10.339849	1.011
ACH-000997	73759760	-7.954243	0.958
ACH-000019	73759760	-10.339849	0.995
ACH-000781	73759760	-9.862727	0.996
ACH-000386	73759760	-9.385606	1.043
ACH-002004	73759760	-7.954243	0.58
ACH-000012	73759760	-9.862727	1.031
ACH-000858	73759760	-7.954243	0.753
ACH-000371	73759760	-10.339849	1.079
ACH-000980	73759760	-9.385606	0.993
ACH-001075	73759760	-9.862727	1.006
ACH-001075	73759760	-10.339849	0.9635
ACH-000892	73759760	-9.862727	0.648
ACH-000465	73759760	-8.908485	0.957
ACH-000511	73759760	-7.954243	0.927
ACH-000681	73759760	-7.0	0.41
ACH-000615	73759760	-10.81697	1.003
ACH-000749	73759760	-7.954243	0.983
ACH-000731	73759760	-9.385606	0.9305000000000001
ACH-000511	73759760	-8.908485	1.034
ACH-000447	73759760	-7.477121	0.835
ACH-000615	73759760	-7.0	0.494
ACH-000974	73759760	-7.477121	-0.929
ACH-000454	73759760	-10.339849	0.901
ACH-000878	73759760	-7.954243	0.7395
ACH-000924	73759760	-10.81697	0.966
ACH-000916	73759760	-8.431364	0.952
ACH-000677	73759760	-8.908485	0.9610000000000001
ACH-000481	73759760	-8.431364	0.942
ACH-000207	73759760	-10.339849	0.953
ACH-001075	73759760	-7.0	0.28600000000000003
ACH-000207	73759760	-7.0	0.11
ACH-002004	73759760	-9.862727	1.077
ACH-000664	73759760	-7.0	-0.603
ACH-000378	73759760	-10.339849	0.9924999999999999
ACH-000075	73759760	-10.339849	0.963
ACH-000589	73759760	-7.0	0.358
ACH-000652	73759760	-10.81697	0.947
ACH-000521	73759760	-9.385606	1.003
ACH-000656	73759760	-9.862727	1.005
ACH-000784	73759760	-7.0	0.0249999999999999
ACH-000677	73759760	-10.81697	0.9815
ACH-000204	73759760	-10.339849	0.96
ACH-000858	73759760	-8.908485	1.061
ACH-000401	73759760	-7.0	0.382
ACH-000371	73759760	-7.954243	0.163
ACH-000158	73759760	-9.862727	1.095
ACH-000406	73759760	-10.81697	1.008
ACH-000411	73759760	-7.954243	0.833
ACH-000974	73759760	-8.908485	0.892
ACH-000900	73759760	-10.81697	1.007
ACH-000944	73759760	-7.0	-0.511
ACH-000028	73759760	-7.954243	0.324
ACH-001680	73759760	-7.954243	0.589
ACH-000659	73759760	-10.81697	1.0
ACH-000664	73759760	-9.862727	0.996
ACH-000285	73759760	-9.385606	1.041
ACH-000997	73759760	-7.0	0.674
ACH-000204	73759760	-9.385606	0.918
ACH-000744	73759760	-8.908485	0.914
ACH-000744	73759760	-7.954243	1.402
ACH-000840	73759760	-7.954243	0.919
ACH-000861	73759760	-10.339849	0.9995
ACH-000440	73759760	-7.0	-0.333
ACH-000667	73759760	-9.385606	0.952
ACH-000749	73759760	-10.339849	0.896
ACH-000603	73759760	-8.431364	0.945
ACH-000392	73759760	-8.908485	1.016
ACH-000840	73759760	-9.385606	0.843
ACH-000204	73759760	-7.477121	-0.258
ACH-000976	73759760	-9.862727	0.903
ACH-000066	73759760	-7.0	-0.582
ACH-000482	73759760	-7.954243	0.911
ACH-000845	73759760	-10.339849	0.952
ACH-000355	73759760	-9.862727	1.052
ACH-000334	73759760	-8.908485	1.125
ACH-000414	73759760	-10.81697	1.003
ACH-000454	73759760	-8.908485	1.007
ACH-000615	73759760	-8.908485	1.03
ACH-000800	73759760	-9.385606	0.95
ACH-000205	73759760	-10.339849	0.974
ACH-000205	73759760	-8.908485	0.927
ACH-000186	73759760	-9.385606	0.811
ACH-000971	73759760	-7.0	0.089
ACH-001680	73759760	-9.385606	1.048
ACH-000434	73759760	-8.908485	0.794
ACH-000578	73759760	-10.81697	1.037
ACH-000285	73759760	-8.908485	0.991
ACH-000315	73759760	-7.477121	0.64
ACH-000615	73759760	-9.385606	1.001
ACH-000212	73759760	-8.908485	0.953
ACH-000212	73759760	-9.385606	0.982
ACH-000014	73759760	-7.954243	0.328
ACH-000121	73759760	-9.862727	1.095
ACH-000273	73759760	-8.431364	0.921
ACH-000334	73759760	-7.954243	-0.726
ACH-000014	73759760	-7.477121	0.0700000000000001
ACH-000882	73759760	-10.81697	0.974
ACH-000573	73759760	-8.431364	0.955
ACH-000204	73759760	-7.0	-0.313
ACH-000530	73759760	-7.0	0.014
ACH-000878	73759760	-7.0	0.197
ACH-000113	73759760	-9.385606	1.013
ACH-000511	73759760	-7.0	0.359
ACH-000800	73759760	-9.862727	1.103
ACH-000583	73759760	-10.339849	0.982
ACH-000400	73759760	-9.862727	1.021
ACH-000350	73759760	-7.0	0.705
ACH-000971	73759760	-8.908485	0.983
ACH-000786	73759760	-7.0	-0.326
ACH-000411	73759760	-9.862727	0.859
ACH-000411	73759760	-9.385606	1.066
ACH-000596	73759760	-7.954243	0.992
ACH-000028	73759760	-9.862727	0.936
ACH-000624	73759760	-7.477121	-0.264
ACH-000118	73759760	-10.81697	1.137
ACH-000861	73759760	-9.862727	0.95
ACH-000118	73759760	-10.339849	0.957
ACH-000944	73759760	-7.477121	-0.502
ACH-000781	73759760	-8.908485	1.024
ACH-000979	73759760	-8.908485	0.972
ACH-000624	73759760	-9.862727	0.981
ACH-000062	73759760	-8.908485	0.9975
ACH-000450	73759760	-7.954243	0.794
ACH-000292	73759760	-8.431364	0.978
ACH-000784	73759760	-10.81697	0.959
ACH-000496	73759760	-9.385606	0.877
ACH-000450	73759760	-10.339849	0.981
ACH-000118	73759760	-7.0	-0.179
ACH-000204	73759760	-7.954243	0.481
ACH-000121	73759760	-7.477121	0.999
ACH-000496	73759760	-7.477121	0.902
ACH-000062	73759760	-10.339849	1.025
ACH-000888	73759760	-10.81697	0.9844999999999999
ACH-000976	73759760	-10.339849	0.971
ACH-000496	73759760	-8.431364	0.933
ACH-000681	73759760	-10.339849	0.945
ACH-000845	73759760	-8.431364	0.959
ACH-000454	73759760	-7.954243	0.826
ACH-000659	73759760	-8.908485	1.08
ACH-000148	73759760	-7.477121	-0.721
ACH-000664	73759760	-8.431364	0.773
ACH-000530	73759760	-10.81697	1.193
ACH-000627	73759760	-8.908485	0.9934999999999999
ACH-000627	73759760	-9.385606	1.009
ACH-000012	73759760	-10.81697	0.985
ACH-000893	73759760	-7.0	1.131
ACH-000056	73759760	-9.862727	1.007
ACH-000054	73759760	-10.81697	0.998
ACH-000327	73759760	-7.477121	1.017
ACH-000749	73759760	-8.908485	0.981
ACH-000378	73759760	-9.385606	0.9815
ACH-000521	73759760	-10.339849	1.028
ACH-000787	73759760	-10.81697	1.027
ACH-000573	73759760	-9.862727	0.934
ACH-000521	73759760	-7.954243	0.956
ACH-000573	73759760	-8.908485	0.963
ACH-000273	73759760	-9.385606	1.005
ACH-000900	73759760	-7.954243	1.03
ACH-000265	73759760	-8.908485	0.828
ACH-000207	73759760	-9.862727	0.994
ACH-000068	73759760	-7.0	0.269
ACH-000062	73759760	-7.954243	0.6799999999999999
ACH-000583	73759760	-7.954243	0.319
ACH-000711	73759760	-9.862727	1.03
ACH-000615	73759760	-9.862727	0.99
ACH-000511	73759760	-9.385606	0.933
ACH-000496	73759760	-9.862727	0.979
ACH-000681	73759760	-9.862727	0.974
ACH-000866	73759760	-9.385606	1.107
ACH-000158	73759760	-9.385606	1.034
ACH-000019	73759760	-7.0	0.325
ACH-000599	73759760	-8.431364	0.953
ACH-000916	73759760	-7.954243	0.816
ACH-000113	73759760	-7.954243	0.616
ACH-000386	73759760	-9.862727	0.971
ACH-000654	73759760	-9.385606	1.027
ACH-000118	73759760	-9.862727	1.099
ACH-000800	73759760	-7.477121	0.199
ACH-000434	73759760	-7.954243	0.879
ACH-000638	73759760	-7.0	0.162
ACH-000624	73759760	-8.908485	0.957
ACH-000860	73759760	-9.385606	0.909
ACH-000204	73759760	-10.81697	0.841
ACH-000204	73759760	-8.431364	0.95
ACH-000414	73759760	-7.0	0.139
ACH-000788	73759760	-7.477121	-0.002
ACH-000447	73759760	-9.385606	0.984
ACH-000615	73759760	-8.431364	0.874
ACH-000664	73759760	-9.385606	1.046
ACH-000148	73759760	-9.385606	0.999
ACH-000121	73759760	-7.0	0.866
ACH-000162	73759760	-8.908485	0.985
ACH-000273	73759760	-7.477121	-0.26
ACH-000062	73759760	-8.431364	0.9735
ACH-000627	73759760	-7.0	-0.1745
ACH-000826	73759760	-10.81697	0.9655
ACH-000371	73759760	-8.431364	0.821
ACH-000014	73759760	-8.431364	0.769
ACH-000787	73759760	-7.477121	0.851
ACH-000572	73759760	-7.0	0.171
ACH-000343	73759760	-9.385606	0.813
ACH-000578	73759760	-9.862727	1.048
ACH-000882	73759760	-8.431364	0.882
ACH-000053	73759760	-10.81697	1.028
ACH-000974	73759760	-7.0	-0.916
ACH-000599	73759760	-7.954243	0.878
ACH-000971	73759760	-7.477121	0.148
ACH-000894	73759760	-7.477121	0.834
ACH-000035	73759760	-9.385606	0.984
ACH-000414	73759760	-9.385606	1.123
ACH-000869	73759760	-8.431364	1.021
ACH-000155	73759760	-8.431364	0.942
ACH-000660	73759760	-7.0	-0.818
ACH-000747	73759760	-7.0	-0.0590000000000001
ACH-000976	73759760	-10.81697	0.937
ACH-000350	73759760	-7.954243	0.749
ACH-000944	73759760	-8.431364	0.593
ACH-000979	73759760	-7.477121	-0.017
ACH-000365	73759760	-9.385606	1.017
ACH-000365	73759760	-7.0	-0.348
ACH-000747	73759760	-8.908485	1.007
ACH-000400	73759760	-8.908485	0.83
ACH-000997	73759760	-9.385606	1.005
ACH-000392	73759760	-10.339849	0.908
ACH-000654	73759760	-7.0	0.089
ACH-000997	73759760	-8.908485	1.021
ACH-000386	73759760	-10.339849	1.026
ACH-000800	73759760	-10.81697	1.063
ACH-000578	73759760	-7.954243	1.03
ACH-000655	73759760	-7.0	0.12
ACH-000454	73759760	-8.431364	0.872
ACH-000062	73759760	-7.0	-0.10250000000000005
ACH-000853	73759760	-9.385606	1.0255
ACH-000392	73759760	-8.431364	0.902
ACH-000092	73759760	-7.0	0.1825
ACH-000017	73759760	-10.339849	0.991
ACH-000435	73759760	-10.339849	0.992
ACH-000334	73759760	-8.431364	0.226
